title,street-address,latitude,longitude,number,type_of_place,distance
Consulado de El Salvador,CALLE GENERAL ORAA 9 PLANTA 5 Interior Izquierda,40.43642084178578,-3.687067152583129,141,consulado,282.9030513501236
Consulado de El Salvador,CALLE GENERAL ORAA 9 PLANTA 5 Interior Izquierda,40.43642084178578,-3.687067152583129,142,consulado,348.4052941514271
Consulado de El Salvador,CALLE GENERAL ORAA 9 PLANTA 5 Interior Izquierda,40.43642084178578,-3.687067152583129,190,consulado,474.40697535851194
Consulado de Etiopía,CALLE VELAZQUEZ 3 PLANTA 4,40.42148926032306,-3.6846401694200934,102,consulado,56.80763250489319
Consulado de Etiopía,CALLE VELAZQUEZ 3 PLANTA 4,40.42148926032306,-3.6846401694200934,96,consulado,277.9016033102922
Consulado de Etiopía,CALLE VELAZQUEZ 3 PLANTA 4,40.42148926032306,-3.6846401694200934,95,consulado,280.997593676709
Consulado de Francia,CALLE MARQUES DE LA ENSENADA 10 C,40.424488220772155,-3.692380132628246,10,consulado,106.38951058709964
Consulado de Francia,CALLE MARQUES DE LA ENSENADA 10 C,40.424488220772155,-3.692380132628246,94,consulado,230.0065043117107
Consulado de Francia,CALLE MARQUES DE LA ENSENADA 10 C,40.424488220772155,-3.692380132628246,26,consulado,245.37217484577025
Consulado de Gambia,CALLE ALFONSO XII 46,40.4126161626266,-3.6890525764985806,68,consulado,253.8620770258948
Consulado de Gambia,CALLE ALFONSO XII 46,40.4126161626266,-3.6890525764985806,69,consulado,313.6596068959931
Consulado de Gambia,CALLE ALFONSO XII 46,40.4126161626266,-3.6890525764985806,283,consulado,429.59570995471825
Consulado de Islandia,CALLE POLLENSA 2 PLANTA 2 Oficina 17,,,2,consulado,
Consulado de Islandia,CALLE POLLENSA 2 PLANTA 2 Oficina 17,,,3,consulado,
Consulado de Islandia,CALLE POLLENSA 2 PLANTA 2 Oficina 17,,,5,consulado,
Consulado de Jamaica,CALLE JUAN DE MENA 6 PLANTA Bajo A,40.4172349956707,-3.691032771246455,65,consulado,188.94848445324814
Consulado de Jamaica,CALLE JUAN DE MENA 6 PLANTA Bajo A,40.4172349956707,-3.691032771246455,283,consulado,245.73830310623472
Consulado de Jamaica,CALLE JUAN DE MENA 6 PLANTA Bajo A,40.4172349956707,-3.691032771246455,86,consulado,302.7756283193919
Consulado de Macedonia del Norte,CALLE CAPITAN HAYA 60 PLANTA 6,40.46310214118726,-3.691439378838705,299,consulado,129.44161209565095
Consulado de Macedonia del Norte,CALLE CAPITAN HAYA 60 PLANTA 6,40.46310214118726,-3.691439378838705,209,consulado,420.72699653801055
Consulado de Macedonia del Norte,CALLE CAPITAN HAYA 60 PLANTA 6,40.46310214118726,-3.691439378838705,156,consulado,430.603719084309
Consulado de Mali,CALLE ZURBANO 29 PLANTA 2 Izquierda,40.4313099318025,-3.693570096673511,122,consulado,369.12507526065804
Consulado de Mali,CALLE ZURBANO 29 PLANTA 2 Izquierda,40.4313099318025,-3.693570096673511,8,consulado,436.2497277206466
Consulado de Mali,CALLE ZURBANO 29 PLANTA 2 Izquierda,40.4313099318025,-3.693570096673511,125,consulado,464.878672955283
Consulado de Marruecos,CALLE LEIZARAN 31,40.44778292174744,-3.6806852423855867,147,consulado,158.975254896411
Consulado de Marruecos,CALLE LEIZARAN 31,40.44778292174744,-3.6806852423855867,148,consulado,379.54749644158176
Consulado de Marruecos,CALLE LEIZARAN 31,40.44778292174744,-3.6806852423855867,146,consulado,442.97600629814116
Consulado de Mónaco,AVENIDA MADRO&amp;Ntilde;OS 21 PLANTA 4 B,40.454801307058105,-3.6459264433419185,526,consulado,348.51163280465124
Consulado de Mónaco,AVENIDA MADRO&amp;Ntilde;OS 21 PLANTA 4 B,40.454801307058105,-3.6459264433419185,481,consulado,806.7695607686377
Consulado de Mónaco,AVENIDA MADRO&amp;Ntilde;OS 21 PLANTA 4 B,40.454801307058105,-3.6459264433419185,546,consulado,905.9663100162649
Consulado de Nicaragua,CALLE PUERTO DE SANTA MARIA 73 B,40.45931841429917,-3.6524238447949635,523,consulado,430.6920333857455
Consulado de Nicaragua,CALLE PUERTO DE SANTA MARIA 73 B,40.45931841429917,-3.6524238447949635,479,consulado,632.2944523506827
Consulado de Nicaragua,CALLE PUERTO DE SANTA MARIA 73 B,40.45931841429917,-3.6524238447949635,546,consulado,747.6859659670243
Consulado de Panamá,CALLE CARACAS 23 PLANTA BAJO,40.43073323148883,-3.6939542885166206,122,consulado,300.2122091590098
Consulado de Panamá,CALLE CARACAS 23 PLANTA BAJO,40.43073323148883,-3.6939542885166206,8,consulado,359.4403360470717
Consulado de Panamá,CALLE CARACAS 23 PLANTA BAJO,40.43073323148883,-3.6939542885166206,125,consulado,517.0497889114821
Consulado de Paraguay,AVENIDA ALBERTO ALCOCER 45 PLANTA 1,40.4588444878455,-3.679405144214614,160,consulado,385.02999715654687
Consulado de Paraguay,AVENIDA ALBERTO ALCOCER 45 PLANTA 1,40.4588444878455,-3.679405144214614,254,consulado,397.87222391563
Consulado de Paraguay,AVENIDA ALBERTO ALCOCER 45 PLANTA 1,40.4588444878455,-3.679405144214614,158,consulado,582.527512227176
Consulado de Perú,PASEO PINTOR ROSALES 30,40.42711354506284,-3.719659854297127,113,consulado,128.00660427267073
Consulado de Perú,PASEO PINTOR ROSALES 30,40.42711354506284,-3.719659854297127,114,consulado,257.9828531263765
Consulado de Perú,PASEO PINTOR ROSALES 30,40.42711354506284,-3.719659854297127,115,consulado,353.2147545752956
Consulado de Reino Unido de Gran Bretaña e Irlanda del Norte,PASEO CASTELLANA 259 D Torre Espacio,40.47592404926307,-3.6872691224974417,248,consulado,196.07823393572255
Consulado de Reino Unido de Gran Bretaña e Irlanda del Norte,PASEO CASTELLANA 259 D Torre Espacio,40.47592404926307,-3.6872691224974417,249,consulado,453.8318337974496
Consulado de Reino Unido de Gran Bretaña e Irlanda del Norte,PASEO CASTELLANA 259 D Torre Espacio,40.47592404926307,-3.6872691224974417,217,consulado,587.7706789234139
Consulado de República Centroafricana,CALLE SANTA ELVIRA 25,40.45626059848089,-3.7936614755018385,315,consulado,1041.5754118405453
Consulado de República Centroafricana,CALLE SANTA ELVIRA 25,40.45626059848089,-3.7936614755018385,310,consulado,1294.8376020995408
Consulado de República Centroafricana,CALLE SANTA ELVIRA 25,40.45626059848089,-3.7936614755018385,610,consulado,2519.55613200981
Consulado de República Dominicana,PASEO CASTELLANA 128 PLANTA 1,40.449933495141345,-3.6902354909034027,150,consulado,112.1352818912333
Consulado de República Dominicana,PASEO CASTELLANA 128 PLANTA 1,40.449933495141345,-3.6902354909034027,149,consulado,257.3074568062569
Consulado de República Dominicana,PASEO CASTELLANA 128 PLANTA 1,40.449933495141345,-3.6902354909034027,153,consulado,458.54169212626516
Consulado de Rumanía,AVENIDA ALBUFERA 319 PLANTA 15,40.38432808144638,-3.633019867127129,434,consulado,283.8276384553429
Consulado de Rumanía,AVENIDA ALBUFERA 319 PLANTA 15,40.38432808144638,-3.633019867127129,432,consulado,552.4859993249187
Consulado de Rumanía,AVENIDA ALBUFERA 319 PLANTA 15,40.38432808144638,-3.633019867127129,435,consulado,895.9668415483848
Consulado de San Marino,PASEO CASTELLANA 13 PLANTA 3,40.42793321049834,-3.690281666974233,104,consulado,151.30619775352554
Consulado de San Marino,PASEO CASTELLANA 13 PLANTA 3,40.42793321049834,-3.690281666974233,93,consulado,264.0620461011669
Consulado de San Marino,PASEO CASTELLANA 13 PLANTA 3,40.42793321049834,-3.690281666974233,105,consulado,319.9461016902937
Consulado de Senegal,CALLE PALERMO 13,40.459169743269854,-3.6510665185268176,523,consulado,412.3787706102655
Consulado de Senegal,CALLE PALERMO 13,40.459169743269854,-3.6510665185268176,546,consulado,635.482762072442
Consulado de Senegal,CALLE PALERMO 13,40.459169743269854,-3.6510665185268176,479,consulado,722.2017414024943
Consulado de Uruguay,PASEO PINTOR ROSALES 32 PLANTA 8,40.42732035257515,-3.7198652917862693,113,consulado,99.05807819103084
Consulado de Uruguay,PASEO PINTOR ROSALES 32 PLANTA 8,40.42732035257515,-3.7198652917862693,114,consulado,274.09826502007286
Consulado de Uruguay,PASEO PINTOR ROSALES 32 PLANTA 8,40.42732035257515,-3.7198652917862693,115,consulado,385.1912125118917
Consulado de Venezuela,CALLE ELOY GONZALO 40,40.43470677362925,-3.6990941188479263,246,consulado,140.3330212608104
Consulado de Venezuela,CALLE ELOY GONZALO 40,40.43470677362925,-3.6990941188479263,126,consulado,302.5816208886872
Consulado de Venezuela,CALLE ELOY GONZALO 40,40.43470677362925,-3.6990941188479263,124,consulado,417.21950350393365
Embajada de Afganistan,CALLE MORALZARZAL 44,40.49067,-3.70641,605,embajada,201.9209686533174
Embajada de Afganistan,CALLE MORALZARZAL 44,40.49067,-3.70641,580,embajada,814.4986311792675
Embajada de Afganistan,CALLE MORALZARZAL 44,40.49067,-3.70641,587,embajada,952.4197045512883
Embajada de Albania,CALLE LAGASCA 68 PLANTA 1 D,40.42794681518573,-3.684965004278467,87,embajada,192.01204058085992
Embajada de Albania,CALLE LAGASCA 68 PLANTA 1 D,40.42794681518573,-3.684965004278467,92,embajada,254.84670613936228
Embajada de Albania,CALLE LAGASCA 68 PLANTA 1 D,40.42794681518573,-3.684965004278467,105,embajada,303.0931026950248
Embajada de Alemania,CALLE FORTUNY 8,40.429948081680884,-3.6908092066734293,198,embajada,297.5357080747452
Embajada de Alemania,CALLE FORTUNY 8,40.429948081680884,-3.6908092066734293,104,embajada,379.4253803361604
Embajada de Alemania,CALLE FORTUNY 8,40.429948081680884,-3.6908092066734293,103,embajada,458.0796780832062
Embajada de Andorra,CALLE ALCALA 73,40.420463942385524,-3.6873880759267004,60,embajada,137.74166109376893
Embajada de Andorra,CALLE ALCALA 73,40.420463942385524,-3.6873880759267004,107,embajada,165.09333659466822
Embajada de Andorra,CALLE ALCALA 73,40.420463942385524,-3.6873880759267004,95,embajada,237.0085391624644
Embajada de Angola,CALLE LAGASCA 88 PLANTA 2,40.42991206232817,-3.6847491581278606,88,embajada,190.7881023072186
Embajada de Angola,CALLE LAGASCA 88 PLANTA 2,40.42991206232817,-3.6847491581278606,103,embajada,232.91469145764287
Embajada de Angola,CALLE LAGASCA 88 PLANTA 2,40.42991206232817,-3.6847491581278606,87,embajada,293.93852864724016
Embajada de Antigua y Barbuda,CALLE FELIPE IV 7 PLANTA 4 B,40.41536771561358,-3.6912279554199525,283,embajada,77.66040941752989
Embajada de Antigua y Barbuda,CALLE FELIPE IV 7 PLANTA 4 B,40.41536771561358,-3.6912279554199525,65,embajada,250.0043899232993
Embajada de Antigua y Barbuda,CALLE FELIPE IV 7 PLANTA 4 B,40.41536771561358,-3.6912279554199525,68,embajada,289.4604884658298
Embajada de Arabia Saudí,CALLE DOCTOR ALVAREZ SIERRA 3,40.467682054006126,-3.6670731436438135,534,embajada,409.05009078783206
Embajada de Arabia Saudí,CALLE DOCTOR ALVAREZ SIERRA 3,40.467682054006126,-3.6670731436438135,486,embajada,423.02104098390697
Embajada de Arabia Saudí,CALLE DOCTOR ALVAREZ SIERRA 3,40.467682054006126,-3.6670731436438135,487,embajada,435.92589412160777
Embajada de Argelia,CALLE GENERAL ORAA 12,40.43620263089244,-3.685885895310761,190,embajada,350.7728675693413
Embajada de Argelia,CALLE GENERAL ORAA 12,40.43620263089244,-3.685885895310761,142,embajada,384.68964826536745
Embajada de Argelia,CALLE GENERAL ORAA 12,40.43620263089244,-3.685885895310761,141,embajada,401.0347647223831
Embajada de Argentina,CALLE FERNANDO EL SANTO 15 PLANTA 1,40.42822303456559,-3.692664355978796,8,embajada,312.1691817696861
Embajada de Argentina,CALLE FERNANDO EL SANTO 15 PLANTA 1,40.42822303456559,-3.692664355978796,10,embajada,320.0876048665401
Embajada de Argentina,CALLE FERNANDO EL SANTO 15 PLANTA 1,40.42822303456559,-3.692664355978796,104,embajada,380.1874815505054
Embajada de Armenia,CALLE MAYOR 81 Entrada derecha,40.41494312060603,-3.7138636213185077,166,embajada,127.70365437936366
Embajada de Armenia,CALLE MAYOR 81 Entrada derecha,40.41494312060603,-3.7138636213185077,36,embajada,306.9074898998076
Embajada de Armenia,CALLE MAYOR 81 Entrada derecha,40.41494312060603,-3.7138636213185077,35,embajada,403.0967390802224
Embajada de Australia,PASEO CASTELLANA 259 D PLANTA 24 Torre Espacio,40.47592404926307,-3.6872691224974417,248,embajada,196.07823393572255
Embajada de Australia,PASEO CASTELLANA 259 D PLANTA 24 Torre Espacio,40.47592404926307,-3.6872691224974417,249,embajada,453.8318337974496
Embajada de Australia,PASEO CASTELLANA 259 D PLANTA 24 Torre Espacio,40.47592404926307,-3.6872691224974417,217,embajada,587.7706789234139
Embajada de Austria,PASEO CASTELLANA 91 PLANTA 9,40.45055668619461,-3.691480118133545,150,embajada,179.0279221551696
Embajada de Austria,PASEO CASTELLANA 91 PLANTA 9,40.45055668619461,-3.691480118133545,153,embajada,305.9111251375552
Embajada de Austria,PASEO CASTELLANA 91 PLANTA 9,40.45055668619461,-3.691480118133545,149,embajada,403.6908725402556
Embajada de Azerbaiyán,CALLE VELAZQUEZ 43 PLANTA 1 derecha,40.42690514525314,-3.6841849910219326,87,embajada,138.85080177333364
Embajada de Azerbaiyán,CALLE VELAZQUEZ 43 PLANTA 1 derecha,40.42690514525314,-3.6841849910219326,90,embajada,199.1778772721658
Embajada de Azerbaiyán,CALLE VELAZQUEZ 43 PLANTA 1 derecha,40.42690514525314,-3.6841849910219326,92,embajada,272.034410166593
Embajada de Bangladesh,CALLE MANUEL MARAÑÓN 13,40.45731428368615,-3.65577802621038,479,embajada,281.7890012263312
Embajada de Bangladesh,CALLE MANUEL MARAÑÓN 13,40.45731428368615,-3.65577802621038,480,embajada,554.3801940252289
Embajada de Bangladesh,CALLE MANUEL MARAÑÓN 13,40.45731428368615,-3.65577802621038,481,embajada,791.6129118302237
Embajada de Belarus,CALLE CALERUEGA 81 PLANTA 2 A,40.48331995261287,-3.668097020513215,494,embajada,340.6524826920422
Embajada de Belarus,CALLE CALERUEGA 81 PLANTA 2 A,40.48331995261287,-3.668097020513215,540,embajada,515.0639372258679
Embajada de Belarus,CALLE CALERUEGA 81 PLANTA 2 A,40.48331995261287,-3.668097020513215,495,embajada,580.054026094519
Embajada de Bolivia,CALLE GUISANDO 27,40.472122704189225,-3.731927690209909,599,embajada,1419.3991090018203
Embajada de Bolivia,CALLE GUISANDO 27,40.472122704189225,-3.731927690209909,317,embajada,1481.387660219799
Embajada de Bolivia,CALLE GUISANDO 27,40.472122704189225,-3.731927690209909,316,embajada,1588.6733142653354
Embajada de Bosnia y Herzegovina,CALLE LAGASCA 20 PLANTA 2 Izquierda,40.42224925491233,-3.6856144842883563,95,embajada,150.26418837202053
Embajada de Bosnia y Herzegovina,CALLE LAGASCA 20 PLANTA 2 Izquierda,40.42224925491233,-3.6856144842883563,102,embajada,194.52985468387146
Embajada de Bosnia y Herzegovina,CALLE LAGASCA 20 PLANTA 2 Izquierda,40.42224925491233,-3.6856144842883563,107,embajada,318.31440498792955
Embajada de Brasil,CALLE FERNANDO EL SANTO 6,40.42813385533694,-3.6943862723970384,8,embajada,121.24016524055686
Embajada de Brasil,CALLE FERNANDO EL SANTO 6,40.42813385533694,-3.6943862723970384,122,embajada,270.43633786717777
Embajada de Brasil,CALLE FERNANDO EL SANTO 6,40.42813385533694,-3.6943862723970384,10,embajada,396.5230995770356
Embajada de Bulgaria,TRAVESIA SANTA MARIA MAGDALENA 15,40.46214764815634,-3.6706866071808317,285,embajada,106.45459727189407
Embajada de Bulgaria,TRAVESIA SANTA MARIA MAGDALENA 15,40.46214764815634,-3.6706866071808317,291,embajada,496.654067917979
Embajada de Bulgaria,TRAVESIA SANTA MARIA MAGDALENA 15,40.46214764815634,-3.6706866071808317,288,embajada,506.42722788629925
Embajada de Bélgica,PASEO CASTELLANA 18 PLANTA 6,40.428625519984514,-3.6890037404933405,104,embajada,216.3270282884061
Embajada de Bélgica,PASEO CASTELLANA 18 PLANTA 6,40.428625519984514,-3.6890037404933405,105,embajada,236.7967821117334
Embajada de Bélgica,PASEO CASTELLANA 18 PLANTA 6,40.428625519984514,-3.6890037404933405,93,embajada,321.2985998082369
Embajada de Cabo Verde,CALLE PRINCIPE DE VERGARA 93 PLANTA 1 A-B,40.43671844016731,-3.679394598170634,194,embajada,257.25871930353463
Embajada de Cabo Verde,CALLE PRINCIPE DE VERGARA 93 PLANTA 1 A-B,40.43671844016731,-3.679394598170634,143,embajada,270.5394833431384
Embajada de Cabo Verde,CALLE PRINCIPE DE VERGARA 93 PLANTA 1 A-B,40.43671844016731,-3.679394598170634,140,embajada,467.4407141365154
Embajada de Camerún,CALLE ROSARIO PINO 3,40.46193772299665,-3.691030654751275,299,embajada,101.36452266768006
Embajada de Camerún,CALLE ROSARIO PINO 3,40.46193772299665,-3.691030654751275,156,embajada,306.0288435695331
Embajada de Camerún,CALLE ROSARIO PINO 3,40.46193772299665,-3.691030654751275,157,embajada,360.15191412142843
Embajada de Canadá,PASEO CASTELLANA 259 D Torre Emperador Castellana,40.47910934549671,-3.68640496729094,249,embajada,128.81892499620724
Embajada de Canadá,PASEO CASTELLANA 259 D Torre Emperador Castellana,40.47910934549671,-3.68640496729094,217,embajada,357.4790822407703
Embajada de Canadá,PASEO CASTELLANA 259 D Torre Emperador Castellana,40.47910934549671,-3.68640496729094,248,embajada,561.8631542255285
Embajada de Chile,CALLE LAGASCA 88 PLANTA 6 Derecha,40.42991199250328,-3.6847609466814806,88,embajada,191.50432176729782
Embajada de Chile,CALLE LAGASCA 88 PLANTA 6 Derecha,40.42991199250328,-3.6847609466814806,103,embajada,231.66096992163506
Embajada de Chile,CALLE LAGASCA 88 PLANTA 6 Derecha,40.42991199250328,-3.6847609466814806,87,embajada,294.6789921077585
Embajada de China,CALLE ARTURO SORIA 111 y 113,40.45159983039448,-3.6530808256748477,481,embajada,109.81418199000369
Embajada de China,CALLE ARTURO SORIA 111 y 113,40.45159983039448,-3.6530808256748477,479,embajada,469.1921311855016
Embajada de China,CALLE ARTURO SORIA 111 y 113,40.45159983039448,-3.6530808256748477,528,embajada,535.9959810885683
Embajada de Chipre,PASEO CASTELLANA 45 4-5,40.4357025961309,-3.6896772816624206,141,embajada,45.984263482461465
Embajada de Chipre,PASEO CASTELLANA 45 4-5,40.4357025961309,-3.6896772816624206,142,embajada,322.2327037505327
Embajada de Chipre,PASEO CASTELLANA 45 4-5,40.4357025961309,-3.6896772816624206,198,embajada,417.1713005414782
Embajada de Colombia,PASEO GENERAL MARTINEZ CAMPOS 48,40.435042937705084,-3.6900124559407823,141,embajada,80.10459077462313
Embajada de Colombia,PASEO GENERAL MARTINEZ CAMPOS 48,40.435042937705084,-3.6900124559407823,142,embajada,296.341116954515
Embajada de Colombia,PASEO GENERAL MARTINEZ CAMPOS 48,40.435042937705084,-3.6900124559407823,198,embajada,353.7001907018021
Embajada de Costa Rica,CALLE RIOS ROSAS 54 PLANTA BAJA DERECHA,40.441550649362455,-3.695491196074582,134,embajada,293.0259214512717
Embajada de Costa Rica,CALLE RIOS ROSAS 54 PLANTA BAJA DERECHA,40.441550649362455,-3.695491196074582,135,embajada,307.66642504405394
Embajada de Costa Rica,CALLE RIOS ROSAS 54 PLANTA BAJA DERECHA,40.441550649362455,-3.695491196074582,247,embajada,463.4864226407781
Embajada de Costa de Marfil,CALLE SERRANO 154,40.44436689148431,-3.685532581089074,137,embajada,122.26322881663164
Embajada de Costa de Marfil,CALLE SERRANO 154,40.44436689148431,-3.685532581089074,250,embajada,415.0146995899153
Embajada de Costa de Marfil,CALLE SERRANO 154,40.44436689148431,-3.685532581089074,136,embajada,590.1805520493858
Embajada de Croacia,CALLE CLAUDIO COELLO 78 2,40.43000619511413,-3.685587151651725,103,embajada,141.60890734509502
Embajada de Croacia,CALLE CLAUDIO COELLO 78 2,40.43000619511413,-3.685587151651725,88,embajada,247.05964690376206
Embajada de Croacia,CALLE CLAUDIO COELLO 78 2,40.43000619511413,-3.685587151651725,87,embajada,362.5629670538915
Embajada de Cuba,PASEO LA HABANA 194,40.46201039787292,-3.680298066003204,290,embajada,266.5192373383566
Embajada de Cuba,PASEO LA HABANA 194,40.46201039787292,-3.680298066003204,254,embajada,431.88223067626967
Embajada de Cuba,PASEO LA HABANA 194,40.46201039787292,-3.680298066003204,255,embajada,584.8398661593218
Embajada de Dinamarca,CALLE SERRANO 26 PLANTA 7,40.42419079459679,-3.6878739673021554,106B,embajada,65.16931259521554
Embajada de Dinamarca,CALLE SERRANO 26 PLANTA 7,40.42419079459679,-3.6878739673021554,106A,embajada,81.96119396390394
Embajada de Dinamarca,CALLE SERRANO 26 PLANTA 7,40.42419079459679,-3.6878739673021554,95,embajada,211.56528896547562
Embajada de Ecuador,CALLE VELAZQUEZ 114 PLANTA 2 Derecha,40.435795915806075,-3.683063883088262,190,embajada,169.53186759374069
Embajada de Ecuador,CALLE VELAZQUEZ 114 PLANTA 2 Derecha,40.435795915806075,-3.683063883088262,140,embajada,329.582445295559
Embajada de Ecuador,CALLE VELAZQUEZ 114 PLANTA 2 Derecha,40.435795915806075,-3.683063883088262,88,embajada,501.41339178385675
Embajada de Egipto,CALLE VELAZQUEZ 69,40.4308453094989,-3.683850838409026,88,embajada,57.0739200614407
Embajada de Egipto,CALLE VELAZQUEZ 69,40.4308453094989,-3.683850838409026,109,embajada,279.35090235987985
Embajada de Egipto,CALLE VELAZQUEZ 69,40.4308453094989,-3.683850838409026,103,embajada,324.6357544695731
Embajada de El Salvador,PASEO CASTELLANA 178 PLANTA 1 D,40.4608230762265,-3.689108497357059,157,embajada,190.82765161851816
Embajada de El Salvador,PASEO CASTELLANA 178 PLANTA 1 D,40.4608230762265,-3.689108497357059,156,embajada,323.1015279152304
Embajada de El Salvador,PASEO CASTELLANA 178 PLANTA 1 D,40.4608230762265,-3.689108497357059,299,embajada,343.329611663295
Embajada de Emiratos Árabes Unidos,CALLE HERNANDEZ DE TEJADA 7,40.44732421323511,-3.650834273921257,481,embajada,454.95855543514085
Embajada de Emiratos Árabes Unidos,CALLE HERNANDEZ DE TEJADA 7,40.44732421323511,-3.650834273921257,230,embajada,463.5239363757584
Embajada de Emiratos Árabes Unidos,CALLE HERNANDEZ DE TEJADA 7,40.44732421323511,-3.650834273921257,528,embajada,765.1797971155298
Embajada de Eslovaquia,CALLE PINAR 20,40.439131480262496,-3.6872480288401794,250,embajada,232.99668492814928
Embajada de Eslovaquia,CALLE PINAR 20,40.439131480262496,-3.6872480288401794,139,embajada,354.9779309371259
Embajada de Eslovaquia,CALLE PINAR 20,40.439131480262496,-3.6872480288401794,140,embajada,469.22427242109507
Embajada de Eslovenia,CALLE HERMANOS BECQUER 7 PLANTA 2,40.43655950820698,-3.687988217057569,141,embajada,202.57496190151812
Embajada de Eslovenia,CALLE HERMANOS BECQUER 7 PLANTA 2,40.43655950820698,-3.687988217057569,142,embajada,350.84040848526314
Embajada de Eslovenia,CALLE HERMANOS BECQUER 7 PLANTA 2,40.43655950820698,-3.687988217057569,139,embajada,416.19650684798285
Embajada de Estados Unidos de América,CALLE SERRANO 75,40.43462082822759,-3.686765868102311,142,embajada,186.1455800975724
Embajada de Estados Unidos de América,CALLE SERRANO 75,40.43462082822759,-3.686765868102311,141,embajada,305.6342620247357
Embajada de Estados Unidos de América,CALLE SERRANO 75,40.43462082822759,-3.686765868102311,190,embajada,379.8457888663395
Embajada de Estonia,CALLE CLAUDIO COELLO 91 PLANTA 1 DERECHA,40.43068902185026,-3.6859006104054375,103,embajada,95.73130001630858
Embajada de Estonia,CALLE CLAUDIO COELLO 91 PLANTA 1 DERECHA,40.43068902185026,-3.6859006104054375,88,embajada,242.63970301224336
Embajada de Estonia,CALLE CLAUDIO COELLO 91 PLANTA 1 DERECHA,40.43068902185026,-3.6859006104054375,142,embajada,377.05740087419997
Embajada de Filipinas,CALLE ERESMA 2,40.44669945349186,-3.685662410274511,137,embajada,143.97535625805844
Embajada de Filipinas,CALLE ERESMA 2,40.44669945349186,-3.685662410274511,149,embajada,432.5743617726689
Embajada de Filipinas,CALLE ERESMA 2,40.44669945349186,-3.685662410274511,136,embajada,596.0159002125881
Embajada de Finlandia,PASEO CASTELLANA 15 PLANTA 4,40.42811394313855,-3.690189203244315,104,embajada,164.3180986539177
Embajada de Finlandia,PASEO CASTELLANA 15 PLANTA 4,40.42811394313855,-3.690189203244315,93,embajada,278.9358228475325
Embajada de Finlandia,PASEO CASTELLANA 15 PLANTA 4,40.42811394313855,-3.690189203244315,105,embajada,316.82685104839993
Embajada de Francia,CALLE SALUSTIANO OLOZAGA 9,40.42053900269312,-3.68991139140075,60,embajada,190.19834713862363
Embajada de Francia,CALLE SALUSTIANO OLOZAGA 9,40.42053900269312,-3.68991139140075,107,embajada,204.85518221020467
Embajada de Francia,CALLE SALUSTIANO OLOZAGA 9,40.42053900269312,-3.68991139140075,94,embajada,312.466860926428
Embajada de Gabón,CALLE ORENSE 68 PLANTA 2 IZQUIERDA,40.461715298599664,-3.693784947795898,299,embajada,209.97023161734108
Embajada de Gabón,CALLE ORENSE 68 PLANTA 2 IZQUIERDA,40.461715298599664,-3.693784947795898,156,embajada,373.2736387580931
Embajada de Gabón,CALLE ORENSE 68 PLANTA 2 IZQUIERDA,40.461715298599664,-3.693784947795898,207,embajada,422.76671273152715
Embajada de Gambia,CALLE HERNANDEZ IGLESIAS 20 B,40.44189900508045,-3.64472118306081,478,embajada,410.86087016512556
Embajada de Gambia,CALLE HERNANDEZ IGLESIAS 20 B,40.44189900508045,-3.64472118306081,230,embajada,498.8568377927495
Embajada de Gambia,CALLE HERNANDEZ IGLESIAS 20 B,40.44189900508045,-3.64472118306081,229,embajada,705.085457660341
Embajada de Georgia,PLAZA CORTES 4 PLANTA 5 DERECHA,40.41582948601852,-3.6955563094397,29,embajada,65.13977729346789
Embajada de Georgia,PLAZA CORTES 4 PLANTA 5 DERECHA,40.41582948601852,-3.6955563094397,27,embajada,282.0369456870254
Embajada de Georgia,PLAZA CORTES 4 PLANTA 5 DERECHA,40.41582948601852,-3.6955563094397,20A,embajada,333.31861011349133
Embajada de Ghana,CALLE HERNANDEZ DE TEJADA 10,40.447162324487145,-3.6506769412919526,230,embajada,439.3145779282617
Embajada de Ghana,CALLE HERNANDEZ DE TEJADA 10,40.447162324487145,-3.6506769412919526,481,embajada,477.9070671289379
Embajada de Ghana,CALLE HERNANDEZ DE TEJADA 10,40.447162324487145,-3.6506769412919526,528,embajada,787.4816293513674
Embajada de Grecia,AVENIDA DOCTOR ARCE 24,40.4472975753116,-3.680491668946674,147,embajada,172.88640590771067
Embajada de Grecia,AVENIDA DOCTOR ARCE 24,40.4472975753116,-3.680491668946674,146,embajada,385.1283586193439
Embajada de Grecia,AVENIDA DOCTOR ARCE 24,40.4472975753116,-3.680491668946674,148,embajada,437.00809930666844
Embajada de Guatemala,CALLE VELAZQUEZ 114 PLANTA 1 IZQUIERDA,40.43579499501083,-3.6830553901663263,190,embajada,169.6283179260453
Embajada de Guatemala,CALLE VELAZQUEZ 114 PLANTA 1 IZQUIERDA,40.43579499501083,-3.6830553901663263,140,embajada,329.68451911287696
Embajada de Guatemala,CALLE VELAZQUEZ 114 PLANTA 1 IZQUIERDA,40.43579499501083,-3.6830553901663263,88,embajada,501.47482629428714
Embajada de Guinea,CALLE LUIS MURIEL 4,40.448801374698455,-3.6882191727598235,149,embajada,121.25944458483877
Embajada de Guinea,CALLE LUIS MURIEL 4,40.448801374698455,-3.6882191727598235,150,embajada,289.80596411032855
Embajada de Guinea,CALLE LUIS MURIEL 4,40.448801374698455,-3.6882191727598235,138,embajada,492.37290460670965
